"Notes"	"Occurrence County"	"Occurrence County Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths
	"Lincoln County, WI"	"55069"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	Suppressed
	"Lincoln County, WI"	"55069"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed
	"Lincoln County, WI"	"55069"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	Suppressed
	"Lincoln County, WI"	"55069"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	Suppressed
	"Lincoln County, WI"	"55069"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	Suppressed
	"Lincoln County, WI"	"55069"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed
	"Lincoln County, WI"	"55069"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	Suppressed
	"Lincoln County, WI"	"55069"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	Suppressed
	"Lincoln County, WI"	"55069"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	Suppressed
	"Lincoln County, WI"	"55069"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	Suppressed
	"Lincoln County, WI"	"55069"	"#COVID-19 (U07.1)"	"GR113-137"	31
	"Lincoln County, WI"	"55069"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Salmonella infections (A01-A02)"	"GR113-001"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	Suppressed
	"Manitowoc County, WI"	"55071"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Tuberculosis (A16-A19)"	"GR113-004"	Suppressed
	"Manitowoc County, WI"	"55071"	"Respiratory tuberculosis (A16)"	"GR113-005"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other tuberculosis (A17-A19)"	"GR113-006"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Whooping cough (A37)"	"GR113-007"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Meningococcal infection (A39)"	"GR113-009"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Septicemia (A40-A41)"	"GR113-010"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Syphilis (A50-A53)"	"GR113-011"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Acute poliomyelitis (A80)"	"GR113-012"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Measles (B05)"	"GR113-014"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Viral hepatitis (B15-B19)"	"GR113-015"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Malaria (B50-B54)"	"GR113-017"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	59
	"Manitowoc County, WI"	"55071"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	145
	"Manitowoc County, WI"	"55071"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	11
	"Manitowoc County, WI"	"55071"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	10
	"Manitowoc County, WI"	"55071"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	34
	"Manitowoc County, WI"	"55071"	"Malignant melanoma of skin (C43)"	"GR113-028"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasm of breast (C50)"	"GR113-029"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	10
	"Manitowoc County, WI"	"55071"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	Suppressed
	"Manitowoc County, WI"	"55071"	"Hodgkin disease (C81)"	"GR113-038"	Suppressed
	"Manitowoc County, WI"	"55071"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	Suppressed
	"Manitowoc County, WI"	"55071"	"Leukemia (C91-C95)"	"GR113-040"	Suppressed
	"Manitowoc County, WI"	"55071"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	Suppressed
	"Manitowoc County, WI"	"55071"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	20
	"Manitowoc County, WI"	"55071"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Anemias (D50-D64)"	"GR113-045"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	27
	"Manitowoc County, WI"	"55071"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	Suppressed
	"Manitowoc County, WI"	"55071"	"Malnutrition (E40-E46)"	"GR113-048"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Meningitis (G00,G03)"	"GR113-050"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Parkinson disease (G20-G21)"	"GR113-051"	21
	"Manitowoc County, WI"	"55071"	"#Alzheimer disease (G30)"	"GR113-052"	43
	"Manitowoc County, WI"	"55071"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	225
	"Manitowoc County, WI"	"55071"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	200
	"Manitowoc County, WI"	"55071"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	Suppressed
	"Manitowoc County, WI"	"55071"	"Hypertensive heart disease (I11)"	"GR113-056"	20
	"Manitowoc County, WI"	"55071"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	Suppressed
	"Manitowoc County, WI"	"55071"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	109
	"Manitowoc County, WI"	"55071"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	16
	"Manitowoc County, WI"	"55071"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	93
	"Manitowoc County, WI"	"55071"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	61
	"Manitowoc County, WI"	"55071"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	32
	"Manitowoc County, WI"	"55071"	"Other heart diseases (I26-I51)"	"GR113-064"	63
	"Manitowoc County, WI"	"55071"	"Acute and subacute endocarditis (I33)"	"GR113-065"	Suppressed
	"Manitowoc County, WI"	"55071"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	Suppressed
	"Manitowoc County, WI"	"55071"	"Heart failure (I50)"	"GR113-067"	31
	"Manitowoc County, WI"	"55071"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	32
	"Manitowoc County, WI"	"55071"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	19
	"Manitowoc County, WI"	"55071"	"#Atherosclerosis (I70)"	"GR113-071"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed
	"Manitowoc County, WI"	"55071"	"Influenza (J09-J11)"	"GR113-077"	Suppressed
	"Manitowoc County, WI"	"55071"	"Pneumonia (J12-J18)"	"GR113-078"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	31
	"Manitowoc County, WI"	"55071"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	Suppressed
	"Manitowoc County, WI"	"55071"	"Emphysema (J43)"	"GR113-084"	Suppressed
	"Manitowoc County, WI"	"55071"	"Asthma (J45-J46)"	"GR113-085"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	26
	"Manitowoc County, WI"	"55071"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Peptic ulcer (K25-K28)"	"GR113-090"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Diseases of appendix (K35-K38)"	"GR113-091"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Hernia (K40-K46)"	"GR113-092"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	11
	"Manitowoc County, WI"	"55071"	"Alcoholic liver disease (K70)"	"GR113-094"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	13
	"Manitowoc County, WI"	"55071"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	Suppressed
	"Manitowoc County, WI"	"55071"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	Suppressed
	"Manitowoc County, WI"	"55071"	"Renal failure (N17-N19)"	"GR113-100"	13
	"Manitowoc County, WI"	"55071"	"Other disorders of kidney (N25,N27)"	"GR113-101"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Hyperplasia of prostate (N40)"	"GR113-103"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	Suppressed
	"Manitowoc County, WI"	"55071"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	Suppressed
	"Manitowoc County, WI"	"55071"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	Suppressed
	"Manitowoc County, WI"	"55071"	"All other diseases (Residual) "	"GR113-111"	96
	"Manitowoc County, WI"	"55071"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	41
	"Manitowoc County, WI"	"55071"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	Suppressed
	"Manitowoc County, WI"	"55071"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	Suppressed
	"Manitowoc County, WI"	"55071"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	Suppressed
	"Manitowoc County, WI"	"55071"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	36
	"Manitowoc County, WI"	"55071"	"Falls (W00-W19)"	"GR113-118"	14
	"Manitowoc County, WI"	"55071"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	Suppressed
	"Manitowoc County, WI"	"55071"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	Suppressed
	"Manitowoc County, WI"	"55071"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	Suppressed
	"Manitowoc County, WI"	"55071"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	15
	"Manitowoc County, WI"	"55071"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	Suppressed
	"Manitowoc County, WI"	"55071"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed
	"Manitowoc County, WI"	"55071"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	Suppressed
	"Manitowoc County, WI"	"55071"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed
	"Manitowoc County, WI"	"55071"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	Suppressed
	"Manitowoc County, WI"	"55071"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	Suppressed
	"Manitowoc County, WI"	"55071"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed
	"Manitowoc County, WI"	"55071"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	Suppressed
	"Manitowoc County, WI"	"55071"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	Suppressed
	"Manitowoc County, WI"	"55071"	"#COVID-19 (U07.1)"	"GR113-137"	59
	"Manitowoc County, WI"	"55071"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	18
	"Marathon County, WI"	"55073"	"#Salmonella infections (A01-A02)"	"GR113-001"	Suppressed
	"Marathon County, WI"	"55073"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	Suppressed
	"Marathon County, WI"	"55073"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	Suppressed
	"Marathon County, WI"	"55073"	"#Tuberculosis (A16-A19)"	"GR113-004"	Suppressed
	"Marathon County, WI"	"55073"	"Respiratory tuberculosis (A16)"	"GR113-005"	Suppressed
	"Marathon County, WI"	"55073"	"Other tuberculosis (A17-A19)"	"GR113-006"	Suppressed
	"Marathon County, WI"	"55073"	"#Whooping cough (A37)"	"GR113-007"	Suppressed
	"Marathon County, WI"	"55073"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	Suppressed
	"Marathon County, WI"	"55073"	"#Meningococcal infection (A39)"	"GR113-009"	Suppressed
	"Marathon County, WI"	"55073"	"#Septicemia (A40-A41)"	"GR113-010"	22
	"Marathon County, WI"	"55073"	"#Syphilis (A50-A53)"	"GR113-011"	Suppressed
	"Marathon County, WI"	"55073"	"#Acute poliomyelitis (A80)"	"GR113-012"	Suppressed
	"Marathon County, WI"	"55073"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	Suppressed
	"Marathon County, WI"	"55073"	"#Measles (B05)"	"GR113-014"	Suppressed
	"Marathon County, WI"	"55073"	"#Viral hepatitis (B15-B19)"	"GR113-015"	Suppressed
	"Marathon County, WI"	"55073"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	Suppressed
	"Marathon County, WI"	"55073"	"#Malaria (B50-B54)"	"GR113-017"	Suppressed
	"Marathon County, WI"	"55073"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	233
	"Marathon County, WI"	"55073"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	301
	"Marathon County, WI"	"55073"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	Suppressed
	"Marathon County, WI"	"55073"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	Suppressed
	"Marathon County, WI"	"55073"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	Suppressed
	"Marathon County, WI"	"55073"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	21
	"Marathon County, WI"	"55073"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	13
	"Marathon County, WI"	"55073"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	28
	"Marathon County, WI"	"55073"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	Suppressed
	"Marathon County, WI"	"55073"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	75
	"Marathon County, WI"	"55073"	"Malignant melanoma of skin (C43)"	"GR113-028"	Suppressed
	"Marathon County, WI"	"55073"	"Malignant neoplasm of breast (C50)"	"GR113-029"	12
	"Marathon County, WI"	"55073"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	Suppressed
	"Marathon County, WI"	"55073"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	Suppressed
	"Marathon County, WI"	"55073"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	Suppressed
	"Marathon County, WI"	"55073"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	17
	"Marathon County, WI"	"55073"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	11
	"Marathon County, WI"	"55073"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	Suppressed
	"Marathon County, WI"	"55073"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	13
	"Marathon County, WI"	"55073"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	33
	"Marathon County, WI"	"55073"	"Hodgkin disease (C81)"	"GR113-038"	Suppressed
	"Marathon County, WI"	"55073"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	14
	"Marathon County, WI"	"55073"	"Leukemia (C91-C95)"	"GR113-040"	13
	"Marathon County, WI"	"55073"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	Suppressed
